,fecha,pais,iso3,source,temperatura_media,año
466,2020-11-01,España,ESP,E-OBS,11.35,2020
467,2020-12-01,España,ESP,E-OBS,6.73,2020
468,2021-01-01,España,ESP,E-OBS,5.15,2021
469,2021-02-01,España,ESP,E-OBS,9.47,2021
470,2021-03-01,España,ESP,E-OBS,9.84,2021
471,2021-04-01,España,ESP,E-OBS,11.95,2021
472,2021-05-01,España,ESP,E-OBS,15.65,2021
473,2021-06-01,España,ESP,E-OBS,19.81,2021
474,2021-07-01,España,ESP,E-OBS,22.76,2021
475,2021-08-01,España,ESP,E-OBS,23.51,2021
476,2021-09-01,España,ESP,E-OBS,19.63,2021
477,2021-10-01,España,ESP,E-OBS,15.38,2021
478,2021-11-01,España,ESP,E-OBS,8.12,2021
479,2021-12-01,España,ESP,E-OBS,8.51,2021
480,2022-01-01,España,ESP,E-OBS,6.43,2022
481,2022-02-01,España,ESP,E-OBS,8.85,2022
482,2022-03-01,España,ESP,E-OBS,9.09,2022
483,2022-04-01,España,ESP,E-OBS,11.02,2022
484,2022-05-01,España,ESP,E-OBS,18.1,2022
485,2022-06-01,España,ESP,E-OBS,21.77,2022
486,2022-07-01,España,ESP,E-OBS,25.63,2022
487,2022-08-01,España,ESP,E-OBS,24.67,2022
488,2022-09-01,España,ESP,E-OBS,19.72,2022
489,2022-10-01,España,ESP,E-OBS,17.98,2022
490,2022-11-01,España,ESP,E-OBS,11.24,2022
491,2022-12-01,España,ESP,E-OBS,9.47,2022
492,2023-01-01,España,ESP,E-OBS,5.84,2023
493,2023-02-01,España,ESP,E-OBS,6.68,2023
494,2023-03-01,España,ESP,E-OBS,11.58,2023
495,2023-04-01,España,ESP,E-OBS,14.92,2023
496,2023-05-01,España,ESP,E-OBS,16.01,2023
497,2023-06-01,España,ESP,E-OBS,21.1,2023
498,2023-07-01,España,ESP,E-OBS,24.27,2023
499,2023-08-01,España,ESP,E-OBS,24.73,2023
500,2023-09-01,España,ESP,E-OBS,20.14,2023
501,2023-10-01,España,ESP,E-OBS,17.2,2023
502,2023-11-01,España,ESP,E-OBS,11.5,2023
503,2023-12-01,España,ESP,E-OBS,7.45,2023
504,2003-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.45,2003
505,2003-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.44,2003
506,2003-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.27,2003
507,2003-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.05,2003
508,2003-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.09,2003
509,2003-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.01,2003
510,2003-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.13,2003
511,2003-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.68,2003
512,2003-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.3,2003
513,2003-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.63,2003
514,2003-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.75,2003
515,2003-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.83,2003
516,2004-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.91,2004
517,2004-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.87,2004
518,2004-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,8.55,2004
519,2004-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.48,2004
520,2004-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.61,2004
521,2004-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.03,2004
522,2004-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.71,2004
523,2004-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.19,2004
524,2004-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.69,2004
525,2004-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.97,2004
526,2004-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.66,2004
527,2004-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.7,2004
528,2005-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.77,2005
529,2005-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,3.3,2005
530,2005-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.73,2005
531,2005-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.25,2005
532,2005-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.3,2005
533,2005-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.66,2005
534,2005-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.05,2005
535,2005-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.88,2005
536,2005-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.64,2005
537,2005-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.98,2005
538,2005-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.22,2005
539,2005-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.39,2005
540,2006-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,3.85,2006
541,2006-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.57,2006
542,2006-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.89,2006
543,2006-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.91,2006
544,2006-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.81,2006
545,2006-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.52,2006
546,2006-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.66,2006
547,2006-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.99,2006
548,2006-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,17.38,2006
549,2006-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.43,2006
550,2006-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.71,2006
551,2006-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.54,2006
552,2007-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.36,2007
553,2007-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.23,2007
554,2007-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,8.69,2007
555,2007-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.3,2007
556,2007-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.84,2007
557,2007-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.03,2007
558,2007-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.71,2007
559,2007-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.68,2007
560,2007-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.12,2007
561,2007-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.7,2007
562,2007-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.66,2007
563,2007-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.68,2007
564,2008-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.96,2008
565,2008-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.5,2008
566,2008-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.48,2008
567,2008-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.21,2008
568,2008-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.19,2008
569,2008-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.88,2008
570,2008-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.36,2008
571,2008-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.36,2008
572,2008-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.44,2008
573,2008-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.21,2008
574,2008-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.62,2008
575,2008-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.07,2008
576,2009-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.53,2009
577,2009-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.65,2009
578,2009-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.04,2009
579,2009-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.5,2009
580,2009-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.46,2009
581,2009-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.28,2009
582,2009-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.56,2009
583,2009-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.15,2009
584,2009-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.09,2009
585,2009-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.27,2009
586,2009-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.68,2009
587,2009-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-1.31,2009
588,2010-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.74,2010
589,2010-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.11,2010
590,2010-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.42,2010
591,2010-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.8,2010
592,2010-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.48,2010
593,2010-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.37,2010
594,2010-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.72,2010
595,2010-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.35,2010
596,2010-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.15,2010
597,2010-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.41,2010
598,2010-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.73,2010
599,2010-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.26,2010
600,2011-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-1.27,2011
601,2011-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.58,2011
602,2011-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.15,2011
603,2011-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.09,2011
604,2011-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.06,2011
605,2011-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.0,2011
606,2011-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.51,2011
607,2011-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.88,2011
608,2011-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.93,2011
609,2011-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.82,2011
610,2011-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.52,2011
611,2011-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.89,2011
612,2012-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.29,2012
613,2012-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,3.06,2012
614,2012-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.22,2012
615,2012-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.6,2012
616,2012-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,17.46,2012
617,2012-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.4,2012
618,2012-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.85,2012
619,2012-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.21,2012
620,2012-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.05,2012
621,2012-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.16,2012
622,2012-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.67,2012
623,2012-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.18,2012
624,2013-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.14,2013
625,2013-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.54,2013
626,2013-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.94,2013
627,2013-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,9.81,2013
628,2013-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.02,2013
629,2013-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.32,2013
630,2013-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.44,2013
631,2013-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.76,2013
632,2013-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.41,2013
633,2013-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.9,2013
634,2013-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.34,2013
635,2013-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.52,2013
636,2014-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.8,2014
637,2014-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.07,2014
638,2014-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.73,2014
639,2014-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.94,2014
640,2014-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.26,2014
641,2014-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.87,2014
642,2014-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.93,2014
643,2014-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.34,2014
644,2014-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.98,2014
645,2014-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.84,2014
646,2014-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.03,2014
647,2014-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.67,2014
648,2015-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.6,2015
649,2015-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.55,2015
650,2015-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.44,2015
651,2015-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.79,2015
652,2015-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.01,2015
653,2015-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.85,2015
654,2015-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.27,2015
655,2015-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.73,2015
656,2015-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.28,2015
657,2015-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,14.02,2015
658,2015-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.99,2015
659,2015-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,3.69,2015
660,2016-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.12,2016
661,2016-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.15,2016
662,2016-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,8.6,2016
663,2016-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.77,2016
664,2016-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.73,2016
665,2016-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.08,2016
666,2016-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.0,2016
667,2016-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.06,2016
668,2016-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.5,2016
669,2016-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,14.28,2016
670,2016-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,8.86,2016
671,2016-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.53,2016
672,2017-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.87,2017
673,2017-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.09,2017
674,2017-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.85,2017
675,2017-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.1,2017
676,2017-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.86,2017
677,2017-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.29,2017
678,2017-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.27,2017
679,2017-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.22,2017
680,2017-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.03,2017
681,2017-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.16,2017
682,2017-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.24,2017
683,2017-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.27,2017
684,2018-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.09,2018
685,2018-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.95,2018
686,2018-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.96,2018
687,2018-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,9.45,2018
688,2018-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.61,2018
689,2018-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.96,2018
690,2018-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.13,2018
691,2018-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.05,2018
692,2018-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.73,2018
693,2018-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.06,2018
694,2018-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.45,2018
695,2018-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.95,2018
696,2019-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.31,2019
697,2019-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.09,2019
698,2019-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.6,2019
699,2019-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.57,2019
700,2019-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.27,2019
701,2019-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.39,2019
702,2019-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.66,2019
703,2019-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.18,2019
704,2019-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.23,2019
705,2019-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.13,2019
706,2019-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,5.05,2019
707,2019-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.46,2019
708,2020-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.96,2020
709,2020-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.31,2020
710,2020-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.82,2020
711,2020-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.48,2020
712,2020-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.05,2020
713,2020-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.26,2020
714,2020-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.24,2020
715,2020-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.71,2020
716,2020-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,18.83,2020
717,2020-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.38,2020
718,2020-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.95,2020
719,2020-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.06,2020
720,2021-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.44,2021
721,2021-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.77,2021
722,2021-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.51,2021
723,2021-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,11.03,2021
724,2021-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,15.74,2021
725,2021-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,22.54,2021
726,2021-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.11,2021
727,2021-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.31,2021
728,2021-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.88,2021
729,2021-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.86,2021
730,2021-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,7.26,2021
731,2021-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.08,2021
732,2022-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,-0.46,2022
733,2022-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.92,2022
734,2022-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.71,2022
735,2022-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.37,2022
736,2022-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.62,2022
737,2022-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,21.55,2022
738,2022-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.66,2022
739,2022-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.66,2022
740,2022-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.01,2022
741,2022-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,12.88,2022
742,2022-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.98,2022
743,2022-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,0.62,2022
744,2023-01-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,1.71,2023
745,2023-02-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,2.41,2023
746,2023-03-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.74,2023
747,2023-04-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,10.71,2023
748,2023-05-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,16.87,2023
749,2023-06-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,20.55,2023
750,2023-07-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,24.25,2023
751,2023-08-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,23.53,2023
752,2023-09-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,19.86,2023
753,2023-10-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,13.35,2023
754,2023-11-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,6.79,2023
755,2023-12-01,Estados Unidos de América,USA,NOAA nClimGrid Monthly,4.31,2023
756,2003-01-01,Francia,-99,E-OBS,2.23,2003
757,2003-02-01,Francia,-99,E-OBS,2.64,2003
758,2003-03-01,Francia,-99,E-OBS,8.82,2003
759,2003-04-01,Francia,-99,E-OBS,10.59,2003
760,2003-05-01,Francia,-99,E-OBS,14.11,2003
761,2003-06-01,Francia,-99,E-OBS,20.74,2003
762,2003-07-01,Francia,-99,E-OBS,20.29,2003
763,2003-08-01,Francia,-99,E-OBS,22.97,2003
764,2003-09-01,Francia,-99,E-OBS,15.83,2003
765,2003-10-01,Francia,-99,E-OBS,9.57,2003
766,2003-11-01,Francia,-99,E-OBS,8.26,2003
767,2003-12-01,Francia,-99,E-OBS,4.51,2003
768,2004-01-01,Francia,-99,E-OBS,4.02,2004
769,2004-02-01,Francia,-99,E-OBS,4.21,2004
770,2004-03-01,Francia,-99,E-OBS,5.87,2004
771,2004-04-01,Francia,-99,E-OBS,9.33,2004
772,2004-05-01,Francia,-99,E-OBS,12.67,2004
773,2004-06-01,Francia,-99,E-OBS,17.6,2004
774,2004-07-01,Francia,-99,E-OBS,18.48,2004
775,2004-08-01,Francia,-99,E-OBS,18.95,2004
776,2004-09-01,Francia,-99,E-OBS,16.31,2004
777,2004-10-01,Francia,-99,E-OBS,12.69,2004
778,2004-11-01,Francia,-99,E-OBS,6.38,2004
779,2004-12-01,Francia,-99,E-OBS,3.48,2004
780,2005-01-01,Francia,-99,E-OBS,3.74,2005
781,2005-02-01,Francia,-99,E-OBS,1.5,2005
782,2005-03-01,Francia,-99,E-OBS,6.6,2005
783,2005-04-01,Francia,-99,E-OBS,9.93,2005
784,2005-05-01,Francia,-99,E-OBS,13.88,2005
785,2005-06-01,Francia,-99,E-OBS,18.8,2005
786,2005-07-01,Francia,-99,E-OBS,19.4,2005
787,2005-08-01,Francia,-99,E-OBS,17.82,2005
788,2005-09-01,Francia,-99,E-OBS,16.02,2005
789,2005-10-01,Francia,-99,E-OBS,13.99,2005
790,2005-11-01,Francia,-99,E-OBS,5.81,2005
791,2005-12-01,Francia,-99,E-OBS,1.98,2005
792,2006-01-01,Francia,-99,E-OBS,2.21,2006
793,2006-02-01,Francia,-99,E-OBS,2.45,2006
794,2006-03-01,Francia,-99,E-OBS,6.14,2006
795,2006-04-01,Francia,-99,E-OBS,9.85,2006
796,2006-05-01,Francia,-99,E-OBS,13.78,2006
797,2006-06-01,Francia,-99,E-OBS,18.34,2006
798,2006-07-01,Francia,-99,E-OBS,22.6,2006
799,2006-08-01,Francia,-99,E-OBS,16.73,2006
800,2006-09-01,Francia,-99,E-OBS,17.84,2006
801,2006-10-01,Francia,-99,E-OBS,14.35,2006
802,2006-11-01,Francia,-99,E-OBS,8.98,2006
803,2006-12-01,Francia,-99,E-OBS,4.53,2006
804,2007-01-01,Francia,-99,E-OBS,5.95,2007
805,2007-02-01,Francia,-99,E-OBS,6.88,2007
806,2007-03-01,Francia,-99,E-OBS,6.85,2007
807,2007-04-01,Francia,-99,E-OBS,13.25,2007
808,2007-05-01,Francia,-99,E-OBS,14.15,2007
809,2007-06-01,Francia,-99,E-OBS,16.98,2007
810,2007-07-01,Francia,-99,E-OBS,17.69,2007
811,2007-08-01,Francia,-99,E-OBS,17.41,2007
812,2007-09-01,Francia,-99,E-OBS,14.22,2007
813,2007-10-01,Francia,-99,E-OBS,10.75,2007
814,2007-11-01,Francia,-99,E-OBS,5.72,2007
815,2007-12-01,Francia,-99,E-OBS,3.48,2007
816,2008-01-01,Francia,-99,E-OBS,5.64,2008
817,2008-02-01,Francia,-99,E-OBS,5.98,2008
